aX,aY,aZ,gX,gY,gZ
-0.195,0.379,0.485,16.235,188.843,184.448
-0.192,0.543,0.412,20.081,197.632,181.946
-0.192,0.699,0.338,24.536,206.787,176.575
-0.188,0.828,0.264,28.320,215.881,167.847
-0.170,0.919,0.200,29.480,224.548,156.433
-0.147,0.977,0.124,29.358,232.666,143.311
-0.148,0.976,0.007,28.564,243.225,128.418
-0.138,0.931,-0.127,26.001,252.808,113.647
-0.126,0.858,-0.277,22.095,259.888,99.365
-0.118,0.757,-0.461,18.005,266.724,86.792
-0.100,0.648,-0.689,9.399,272.461,76.416
-0.086,0.554,-0.921,-2.075,272.278,68.542
-0.064,0.505,-1.166,-10.193,267.639,62.988
-0.018,0.528,-1.394,-17.639,259.277,59.204
0.035,0.605,-1.594,-22.461,243.347,55.420
0.109,0.716,-1.779,-26.245,220.886,49.805
0.156,0.834,-1.872,-31.372,192.627,41.443
0.217,0.938,-1.891,-38.635,166.992,30.090
0.253,0.968,-1.791,-46.143,141.602,15.137
0.293,0.925,-1.582,-52.002,119.629,-1.526
0.316,0.824,-1.316,-56.274,102.905,-17.273
0.344,0.706,-1.066,-56.702,94.055,-31.616
0.371,0.576,-0.867,-54.077,91.858,-43.335
0.377,0.435,-0.743,-50.232,97.107,-53.223
0.364,0.272,-0.761,-46.570,115.601,-61.157
0.328,0.098,-0.887,-44.861,134.521,-67.139
0.279,-0.068,-1.069,-41.382,149.902,-70.129
0.228,-0.205,-1.313,-35.522,162.659,-69.153
0.192,-0.270,-1.489,-28.625,160.034,-64.270
0.179,-0.255,-1.637,-19.958,154.114,-57.007
0.190,-0.133,-1.698,-10.742,145.874,-48.523
0.206,0.119,-1.703,-2.441,137.268,-41.931
0.199,0.388,-1.695,0.305,130.249,-41.016
0.190,0.585,-1.690,-0.610,124.695,-47.302
0.167,0.670,-1.715,-4.822,120.667,-59.631
0.127,0.640,-1.760,-10.498,116.089,-74.829
0.106,0.573,-1.792,-15.686,109.436,-89.539
0.080,0.515,-1.807,-19.226,101.685,-102.112
0.060,0.479,-1.809,-21.484,92.834,-113.770
0.051,0.426,-1.801,-22.156,83.984,-125.854
0.041,0.333,-1.805,-19.958,76.233,-138.794
0.029,0.120,-1.848,-17.151,69.275,-152.649
0.037,-0.212,-1.933,-15.137,62.317,-164.673
0.042,-0.586,-2.052,-14.465,54.138,-171.814
0.051,-0.930,-2.141,-17.578,40.588,-171.570
0.082,-1.228,-2.163,-23.071,22.095,-163.940
0.135,-1.494,-2.092,-30.396,1.221,-150.879
0.169,-1.714,-1.972,-15.625,-20.325,-136.108
0.193,-1.753,-1.691,-2.930,-38.086,-116.760
0.231,-1.710,-1.450,-32.532,-55.481,-86.792
0.261,-1.510,-1.146,-30.029,-65.674,-60.547
0.287,-1.232,-0.856,-24.658,-68.359,-39.368
0.304,-0.996,-0.627,-17.883,-66.406,-25.879
0.312,-0.861,-0.489,-12.024,-57.190,-19.287
0.305,-0.805,-0.431,-6.104,-41.260,-15.625
0.271,-0.791,-0.438,-0.916,-26.733,-12.390
0.296,-0.832,-0.498,2.808,-12.146,-8.240
0.280,-0.839,-0.563,3.113,-3.235,-2.747
0.265,-0.749,-0.623,5.005,5.005,5.493
0.237,-0.632,-0.727,5.493,13.672,12.817
0.209,-0.503,-0.840,5.249,20.142,18.066
0.188,-0.373,-0.927,3.967,20.752,21.057
0.181,-0.257,-0.982,2.930,18.738,21.606

-0.099,0.856,-2.320,-193.542,36.560,-86.121
-0.181,0.917,-2.268,-211.121,1.404,-110.657
-0.283,0.871,-2.076,-235.291,-32.288,-137.329
-0.347,0.767,-1.838,-268.127,-63.293,-163.391
-0.454,0.570,-1.560,-305.359,-90.332,-187.683
-0.554,0.333,-1.278,-339.294,-111.145,-208.496
-0.655,0.112,-0.976,-369.019,-130.432,-224.243
-0.688,-0.092,-0.639,-388.062,-145.935,-236.633
-0.704,-0.316,-0.353,-396.240,-158.875,-246.704
-0.703,-0.636,-0.181,-396.362,-162.537,-256.104
-0.715,-1.134,-0.105,-385.986,-155.945,-266.296
-0.684,-1.772,-0.024,-360.046,-153.320,-272.644
-0.665,-2.482,-0.007,-345.276,-150.269,-265.381
-0.569,-2.799,0.119,-344.849,-141.174,-237.366
-0.577,-3.146,0.029,-322.693,-132.568,-196.838
-0.547,-3.196,-0.115,-338.501,-110.352,-146.179
-0.509,-2.858,-0.361,-317.017,-97.351,-88.745
-0.551,-2.301,-0.600,-290.466,-97.168,-37.842
-0.602,-1.818,-0.840,-267.517,-103.027,-4.456
-0.662,-1.486,-1.079,-250.977,-118.286,13.550
-0.728,-1.244,-1.337,-235.229,-136.292,22.766
-0.858,-1.129,-1.514,-221.130,-167.358,26.367
-1.021,-1.136,-1.579,-200.989,-210.022,27.832
-1.196,-1.215,-1.527,-182.068,-252.319,32.104
-1.401,-1.273,-1.237,-162.598,-296.326,40.894
-1.531,-1.334,-0.629,-147.339,-347.412,51.514
-1.586,-1.467,0.222,-140.503,-406.372,61.707
-1.539,-1.695,1.092,-141.846,-438.721,72.388
-1.468,-1.967,1.918,-140.625,-436.340,86.426
-1.388,-2.191,2.551,-157.410,-395.142,110.046
-1.359,-2.276,2.956,-149.780,-318.115,139.832
-1.313,-2.167,3.179,-140.869,-233.337,174.072
-1.252,-1.869,3.082,-123.047,-138.367,207.336
-1.254,-1.547,2.664,-102.478,-39.734,233.093
-1.226,-1.330,2.102,-94.482,42.542,248.962
-1.214,-1.260,1.427,-81.055,107.056,258.179
-1.222,-1.309,0.730,-57.922,148.376,265.991
-1.194,-1.360,0.131,-32.959,161.987,277.161
-1.210,-1.306,-0.291,-13.367,147.095,292.908
-1.229,-1.190,-0.482,-2.136,109.863,309.143
-1.224,-1.108,-0.382,3.357,54.199,322.144
-1.179,-1.129,-0.161,5.249,5.676,332.092
-1.240,-1.176,0.059,10.193,-20.020,342.468
-1.330,-1.150,0.318,14.465,-39.368,355.591
-1.385,-1.020,0.599,17.273,-52.307,370.361
-1.436,-0.801,0.860,19.226,-54.016,385.193
-1.437,-0.542,1.101,17.273,-46.936,397.339
-1.409,-0.297,1.275,16.113,-32.532,404.236
-1.360,-0.014,1.389,9.888,-10.376,407.288
-1.315,0.226,1.362,11.414,17.395,403.870
-1.220,0.502,1.372,-4.089,43.274,395.996
-1.101,0.709,1.328,-10.864,68.481,381.592
-0.956,0.871,1.256,-27.405,97.290,362.793
-0.850,0.980,1.097,-23.682,129.211,339.355
-0.749,1.022,0.900,-24.109,159.119,314.087
-0.693,0.971,0.672,-18.799,185.120,287.354
-0.628,0.887,0.461,-13.062,203.979,263.489
-0.547,0.809,0.292,-4.517,212.952,245.117
-0.493,0.787,0.155,5.676,217.590,231.812
-0.437,0.837,0.066,14.221,216.980,222.168
-0.355,0.937,0.052,17.273,211.243,213.135
-0.274,1.050,0.078,18.616,205.139,202.454
-0.203,1.149,0.114,20.508,202.942,189.026
-0.140,1.181,0.144,21.423,203.369,172.546
-0.084,1.167,0.157,16.052,207.275,154.114
-0.052,1.143,0.115,9.216,216.675,135.437
-0.012,1.079,0.034,0.244,228.394,116.699
0.027,0.958,-0.088,-7.568,241.089,97.351
0.040,0.787,-0.253,-12.695,253.906,79.224
0.046,0.623,-0.448,-12.573,265.625,64.575
0.061,0.499,-0.616,-9.460,270.691,54.810
0.083,0.422,-0.732,-5.615,267.151,49.133
0.095,0.395,-0.815,-2.808,260.254,46.204
0.101,0.414,-0.891,1.526,257.568,44.250
0.103,0.483,-0.929,6.775,251.587,42.786
0.123,0.572,-0.935,7.507,244.934,40.222
0.129,0.643,-0.966,1.343,242.310,35.217
0.118,0.674,-1.047,-8.667,244.690,27.466
0.111,0.662,-1.154,-17.395,246.338,18.311
0.123,0.617,-1.282,-22.949,245.789,9.216
0.120,0.543,-1.411,-23.682,242.676,1.404
0.143,0.482,-1.496,-18.433,233.704,-4.272
0.161,0.454,-1.552,-10.559,222.473,-7.324
0.174,0.472,-1.591,-3.113,213.684,-9.644
0.179,0.547,-1.585,2.014,202.209,-11.597
0.167,0.641,-1.599,2.563,195.251,-15.076
0.159,0.709,-1.660,-1.465,190.002,-20.874
0.137,0.741,-1.760,-7.751,184.448,-28.870
0.122,0.739,-1.835,-15.137,174.194,-37.964
0.120,0.713,-1.839,-21.545,160.583,-47.424
0.131,0.646,-1.789,-24.963,146.912,-56.396
0.161,0.616,-1.692,-23.743,135.193,-63.721
0.152,0.586,-1.604,-21.729,126.587,-70.435
0.152,0.525,-1.542,-19.958,122.253,-77.515
0.155,0.508,-1.552,-14.404,120.728,-83.862
0.138,0.535,-1.638,-9.888,120.667,-89.661
0.123,0.569,-1.754,-9.766,118.103,-95.520
0.107,0.565,-1.859,-12.817,111.572,-102.966
0.107,0.492,-1.901,-17.517,99.609,-111.755
0.112,0.320,-1.865,-22.217,85.205,-120.911
0.116,0.070,-1.777,-26.062,72.083,-128.418
0.127,-0.181,-1.686,-26.184,61.646,-131.775
0.137,-0.373,-1.621,-22.888,54.443,-129.944
0.143,-0.454,-1.613,-17.212,50.354,-122.925
0.143,-0.399,-1.651,-11.108,46.570,-113.403
0.137,-0.239,-1.696,-5.493,40.833,-105.042
0.125,-0.057,-1.692,-2.625,31.860,-100.647
0.120,0.105,-1.629,-1.221,21.118,-101.685
0.117,0.182,-1.524,-0.549,11.047,-107.178
0.120,0.090,-1.429,-5.127,3.906,-116.577
0.115,-0.164,-1.387,-9.888,-0.061,-126.526
0.105,-0.457,-1.387,-12.024,-2.197,-131.653
0.100,-0.693,-1.397,-12.024,-5.432,-130.127
0.108,-0.858,-1.402,-11.597,-10.010,-122.498
0.114,-0.962,-1.365,-12.634,-17.029,-110.107
0.132,-1.029,-1.269,-15.320,-25.269,-96.069
0.151,-1.006,-1.135,-15.076,-32.104,-80.566
0.184,-0.876,-0.996,-13.062,-35.400,-64.392
0.215,-0.720,-0.877,-13.367,-34.851,-51.331

