aX,aY,aZ,gX,gY,gZ
0.497,0.087,-1.177,-2.197,152.283,17.029
0.505,0.128,-1.142,-4.822,144.409,16.479
0.490,0.139,-1.107,-5.737,138.184,14.465
0.481,0.122,-1.073,-5.310,133.789,11.658
0.459,0.083,-1.041,-3.052,130.371,9.338
0.427,0.046,-1.000,0.671,127.441,8.789
0.410,0.040,-0.950,5.737,125.977,10.315
0.413,0.068,-0.913,10.376,126.343,12.573
0.422,0.112,-0.919,13.062,130.249,14.648
0.414,0.132,-0.995,12.512,137.085,15.198
0.394,0.121,-1.107,8.362,145.691,14.526
0.366,0.104,-1.293,2.930,156.738,14.099
0.345,0.124,-1.449,-3.540,156.860,14.526
0.337,0.182,-1.599,-9.155,152.405,15.503
0.340,0.242,-1.724,-12.573,143.921,15.015
0.348,0.287,-1.821,-13.428,130.920,12.817
0.362,0.316,-1.865,-12.451,114.380,8.728
0.379,0.314,-1.889,-8.850,99.731,4.089
0.401,0.284,-1.898,-4.211,84.961,-0.977
0.414,0.236,-1.893,-0.366,70.984,-4.700
0.424,0.192,-1.878,2.380,57.434,-7.019
0.431,0.150,-1.857,3.967,44.495,-8.545
0.433,0.108,-1.823,3.296,31.738,-9.521
0.428,0.068,-1.757,1.221,19.165,-9.827
0.433,0.040,-1.670,-2.136,6.958,-9.399
0.442,0.020,-1.564,-5.310,-3.662,-8.545
0.447,0.004,-1.450,-7.507,-12.146,-7.202

0.451,0.336,-2.020,-11.902,-31.799,11.536
0.447,0.403,-2.071,-12.512,-45.044,7.874
0.447,0.407,-2.111,-12.329,-59.570,1.648
0.436,0.340,-2.141,-11.475,-74.524,-5.737
0.415,0.222,-2.151,-10.376,-89.661,-12.512
0.402,0.094,-2.157,-8.972,-105.103,-16.541
0.365,-0.019,-2.159,-6.165,-120.422,-17.212
0.326,-0.077,-2.141,-3.540,-136.108,-14.648
0.293,-0.058,-2.095,-1.038,-153.320,-9.583
0.261,0.008,-2.026,0.671,-171.326,-5.066
0.221,0.087,-1.932,0.244,-189.392,-2.686
0.186,0.165,-1.798,-2.258,-207.825,-2.502
0.155,0.200,-1.656,-7.141,-224.854,-4.761
0.147,0.195,-1.511,-12.512,-238.770,-8.057
0.115,0.158,-1.368,-15.869,-250.183,-11.536
0.130,0.112,-1.227,-17.639,-258.545,-14.404
0.128,0.075,-1.115,-17.029,-263.855,-15.869
0.115,0.048,-1.025,-15.503,-267.761,-16.602
0.094,0.008,-0.946,-13.367,-271.423,-17.151
0.084,-0.024,-0.869,-11.292,-275.452,-17.578
0.051,-0.044,-0.774,-9.888,-280.823,-17.151
0.044,-0.039,-0.646,-10.437,-288.147,-15.869
0.051,-0.021,-0.536,-9.216,-291.138,-14.587
0.062,-0.007,-0.415,-9.827,-293.335,-13.855
0.066,-0.036,-0.320,-10.376,-293.335,-14.465
0.076,-0.074,-0.233,-11.902,-291.382,-15.320
0.061,-0.089,-0.151,-13.550,-289.124,-14.771
0.060,-0.063,-0.073,-15.198,-286.438,-12.573
0.059,0.016,-0.002,-16.785,-282.593,-9.583
0.072,0.126,0.077,-17.395,-279.663,-7.751
0.079,0.204,0.157,-17.029,-277.100,-9.155
0.075,0.237,0.236,-16.968,-273.376,-13.855
0.053,0.224,0.328,-16.663,-270.630,-20.081
0.038,0.164,0.438,-14.526,-268.799,-26.428
0.027,0.086,0.578,-12.085,-268.005,-31.616
0.020,0.021,0.737,-12.268,-265.198,-33.875
0.025,-0.012,0.915,-14.099,-259.827,-33.875
0.051,-0.021,1.091,-15.991,-250.427,-32.227
0.089,-0.022,1.252,-15.808,-236.511,-30.518
0.121,-0.019,1.390,-16.113,-217.712,-29.114
0.148,-0.009,1.494,-17.029,-194.824,-28.076
0.190,-0.013,1.563,-17.517,-169.678,-27.344
0.236,-0.033,1.595,-18.433,-143.066,-27.039
0.265,-0.077,1.576,-17.029,-115.601,-26.794
0.281,-0.144,1.531,-14.709,-89.355,-25.940
0.309,-0.205,1.470,-12.878,-65.918,-23.621
0.325,-0.238,1.384,-8.911,-45.166,-19.226
0.336,-0.242,1.296,-3.662,-27.527,-13.672
0.335,-0.243,1.210,1.526,-12.573,-8.301
0.323,-0.236,1.150,4.395,-2.808,-3.967
0.300,-0.222,1.114,6.409,3.967,0.549
0.289,-0.194,1.121,6.042,8.911,5.066
0.282,-0.133,1.155,6.104,13.611,9.033
0.306,-0.058,1.208,6.165,18.860,11.841
0.323,-0.007,1.258,5.310,26.367,12.451
0.338,0.006,1.290,5.554,38.330,11.108
0.370,-0.008,1.300,5.371,53.040,8.789
0.379,-0.036,1.273,5.981,69.824,6.958
0.384,-0.070,1.228,6.226,86.487,5.920
0.402,-0.109,1.167,7.629,102.356,5.737
0.393,-0.152,1.106,10.376,116.943,6.653
0.403,-0.181,1.014,13.306,132.080,8.667
0.410,-0.204,0.903,16.235,147.339,11.536
0.415,-0.219,0.780,18.677,159.546,14.771
0.412,-0.215,0.659,21.362,169.067,18.433
0.409,-0.182,0.555,23.132,174.927,22.583
0.411,-0.133,0.469,23.315,178.101,26.367
0.413,-0.086,0.414,22.400,178.528,28.931
0.427,-0.044,0.378,21.912,177.917,30.273
0.423,-0.007,0.381,22.583,176.025,30.945
0.422,0.023,0.430,24.414,174.255,31.128
0.420,0.057,0.493,25.452,175.781,31.128
0.430,0.083,0.555,25.452,181.091,30.762
0.446,0.089,0.575,25.635,193.359,29.602
0.455,0.060,0.508,25.085,212.341,27.649
0.452,-0.013,0.365,21.667,234.741,25.452
0.424,-0.114,0.138,19.653,259.094,24.048
0.390,-0.227,-0.106,18.311,277.466,24.414
0.344,-0.302,-0.347,18.250,288.391,28.381
0.307,-0.302,-0.551,17.822,290.771,36.255
0.297,-0.216,-0.726,16.663,287.170,46.570
0.301,-0.057,-0.860,15.259,276.917,56.458
0.329,0.166,-0.926,13.000,260.742,63.293
0.378,0.409,-0.959,13.062,245.605,65.063
0.428,0.593,-0.976,12.573,231.812,59.753
0.461,0.660,-0.992,10.681,220.886,47.180
0.479,0.582,-0.999,10.681,210.571,30.334
0.477,0.379,-1.001,10.437,201.294,14.160
0.465,0.130,-1.006,9.094,195.312,2.808
0.457,-0.087,-1.001,7.324,190.491,-0.916
0.460,-0.222,-1.004,5.981,187.622,2.197
0.450,-0.252,-1.018,4.700,187.073,10.193
0.431,-0.183,-1.050,3.357,187.683,20.325
0.415,-0.044,-1.102,2.319,188.782,29.358
0.399,0.123,-1.151,1.160,187.866,35.339
0.409,0.280,-1.195,0.366,184.937,36.987
0.419,0.380,-1.246,1.038,181.946,34.241
0.426,0.406,-1.306,2.014,179.687,27.893
0.416,0.372,-1.383,5.188,176.392,20.569
0.391,0.299,-1.463,9.338,171.936,14.160
0.367,0.211,-1.527,13.489,164.368,9.888
0.369,0.134,-1.566,16.724,154.663,8.301
0.355,0.087,-1.587,17.578,143.982,9.399
0.336,0.082,-1.590,16.479,133.850,12.268
0.351,0.133,-1.584,14.709,123.901,16.296
0.355,0.211,-1.590,12.329,115.479,19.897
0.350,0.296,-1.614,8.850,107.605,21.362
0.356,0.376,-1.641,6.226,99.182,20.752
0.350,0.453,-1.646,5.310,88.318,18.005
0.357,0.499,-1.608,5.371,75.256,12.817
0.362,0.486,-1.530,5.310,63.110,5.737
0.375,0.427,-1.437,5.554,53.467,-1.587
0.391,0.329,-1.365,5.554,46.997,-7.080
0.390,0.192,-1.343,3.174,43.457,-11.108
0.382,0.069,-1.369,-0.916,41.382,-12.085
0.373,0.003,-1.417,-6.165,38.086,-9.399
0.366,0.019,-1.457,-12.146,32.227,-4.700
0.369,0.096,-1.460,-16.113,23.865,0.122
0.377,0.187,-1.404,-16.785,14.160,2.869

