count,aX,aY,aZ,gX,gY,gZ
23,-0.075,-0.198,-0.346,-10.01,-322.51,-2.319
24,-0.08,-0.249,-0.091,-8.484,-326.965,0.854
25,-0.038,-0.238,0.193,-6.775,-329.529,5.615
26,0.001,-0.199,0.415,-0.488,-321.655,10.803
27,0.035,-0.102,0.624,-2.869,-305.603,15.93
28,0.095,-0.012,0.786,-5.432,-288.391,19.226
29,0.154,0.058,0.887,-5.31,-264.832,19.836
30,0.205,0.113,0.925,-3.54,-238.037,18.494
31,0.248,0.153,0.931,-2.38,-213.196,16.602
32,0.296,0.161,0.923,-1.892,-191.223,13.428
33,0.33,0.159,0.896,-1.892,-170.349,10.132
34,0.354,0.135,0.851,-2.136,-151.672,7.568
35,0.383,0.101,0.803,-3.052,-136.108,5.615
36,0.403,0.073,0.769,-3.601,-123.352,4.578
37,0.422,0.074,0.754,-3.845,-113.281,4.822
38,0.438,0.094,0.75,-3.784,-103.76,5.554
39,0.454,0.119,0.764,-3.906,-94.849,5.554
40,0.473,0.152,0.78,-3.601,-85.266,5.127
41,0.487,0.183,0.796,-3.296,-74.341,3.906
42,0.503,0.203,0.801,-2.502,-62.439,2.319
43,0.518,0.205,0.781,-1.953,-50.293,-0.183
44,0.53,0.197,0.746,-0.854,-38.757,-2.808
45,0.537,0.169,0.718,-0.549,-29.541,-5.005
46,0.549,0.132,0.709,0.183,-22.461,-6.653
47,0.559,0.105,0.723,1.16,-16.113,-7.874
48,0.568,0.065,0.747,1.953,-10.437,-8.85
49,0.568,0.011,0.763,2.136,-3.296,-9.216
50,0.569,-0.034,0.771,2.563,4.639,-8.484
51,0.571,-0.063,0.776,2.258,12.695,-6.287
52,0.575,-0.071,0.781,1.77,20.63,-3.967
53,0.576,-0.056,0.784,1.221,28.748,-0.793
54,0.572,-0.042,0.786,0.549,37.109,2.014
55,0.568,-0.02,0.794,0.122,45.227,4.211
56,0.572,0.009,0.813,0.61,53.04,6.165
57,0.567,0.036,0.817,0.916,62.805,7.446
58,0.568,0.06,0.81,1.587,73.853,7.996
59,0.557,0.077,0.792,2.38,85.144,7.69
60,0.543,0.07,0.771,3.113,96.619,6.775
61,0.533,0.039,0.727,4.028,107.971,5.981
62,0.521,0.007,0.667,5.005,119.202,5.92
63,0.508,-0.004,0.611,6.836,129.272,7.141
64,0.504,-0.004,0.572,7.507,137.024,8.911
65,0.498,0.003,0.536,7.629,144.592,10.864
66,0.485,0.026,0.5,7.935,152.649,12.512
67,0.469,0.044,0.47,7.446,160.217,13.55
68,0.446,0.018,0.442,5.981,168.64,13.489
69,0.42,-0.025,0.413,4.7,177.368,13.855
70,0.397,-0.029,0.364,4.883,187.256,16.174
71,0.364,0.028,0.298,5.798,197.632,19.958
72,0.344,0.125,0.233,5.92,206.787,22.949
73,0.327,0.252,0.162,4.7,214.722,23.926
74,0.313,0.374,0.085,2.075,223.267,21.301
75,0.305,0.423,-0.005,-1.099,231.689,14.771
76,0.293,0.379,-0.143,-2.991,241.699,5.493
77,0.292,0.267,-0.318,-3.174,251.282,-3.296
78,0.298,0.14,-0.522,-1.831,259.521,-9.338
79,0.295,0.01,-0.768,-0.488,262.634,-12.451
80,0.301,-0.085,-0.971,-2.625,256.958,-12.329
81,0.307,-0.133,-1.123,-6.165,246.704,-9.705
82,0.316,-0.099,-1.161,-10.498,229.004,-5.493
83,0.329,-0.008,-1.101,-15.32,208.74,-1.282
84,0.336,0.116,-0.978,-21.545,193.909,1.099
85,0.334,0.228,-0.858,-27.344,186.218,0.122
86,0.322,0.224,-0.799,-32.593,185.364,-4.822
87,0.304,0.08,-0.842,-35.522,191.345,-11.108
88,0.288,-0.069,-0.98,-32.715,200.5,-14.832
89,0.266,-0.151,-1.202,-25.269,212.83,-13.428
90,0.245,-0.133,-1.454,-16.418,217.896,-8.911
91,0.246,-0.061,-1.675,-11.353,208.923,-4.211
92,0.271,0.029,-1.827,-9.277,191.162,-0.854
93,0.298,0.125,-1.872,-11.658,170.166,0.305
94,0.333,0.239,-1.814,-15.93,151.123,-1.16
95,0.364,0.282,-1.746,-20.874,136.047,-5.188
96,0.386,0.167,-1.723,-25.269,126.587,-11.902
97,0.393,0.025,-1.744,-25.696,119.751,-17.273
98,0.392,-0.038,-1.792,-22.034,113.586,-18.372
99,0.408,-0.103,-1.859,-17.639,106.812,-17.822
100,0.42,-0.202,-1.966,-13.123,100.037,-16.174
101,0.429,-0.263,-2.073,-9.155,90.759,-12.512
102,0.44,-0.212,-2.156,-4.883,77.637,-6.653
103,0.453,-0.105,-2.155,-3.662,60.73,-1.526
104,0.462,-0.025,-2.063,-5.249,42.664,1.221
105,0.467,0.019,-1.893,-6.958,25.757,1.953
106,0.469,0.033,-1.685,-8.789,11.597,1.77
107,0.47,0.03,-1.474,-10.376,2.136,1.099
108,0.47,0.025,-1.307,-9.033,-1.16,0.732
109,0.469,0.02,-1.224,-5.798,0.183,0.366
110,0.464,0.022,-1.22,-2.136,3.784,0.244
111,0.456,0.011,-1.265,1.16,6.226,0.061
112,0.445,-0.013,-1.309,3.052,5.798,-0.488
113,0.435,-0.025,-1.318,3.296,2.563,-0.183
114,0.43,-0.01,-1.288,2.625,-1.831,0.488
115,0.425,0.013,-1.23,1.221,-6.226,0.916
116,0.421,0.044,-1.161,-0.488,-9.644,0.916
117,0.412,0.075,-1.097,-2.441,-12.329,0.305
118,0.408,0.084,-1.03,-4.395,-14.038,-0.854
119,0.402,0.055,-0.976,-7.08,-14.282,-2.808

1,0.486,-0.049,-2.204,-0.977,-43.457,4.822
2,0.477,0.019,-2.371,-4.517,-57.739,6.775
3,0.465,0.083,-2.477,-9.705,-76.538,7.324
4,0.452,0.079,-2.479,-14.954,-99.426,5.798
5,0.447,0.014,-2.38,-18.066,-122.742,3.723
6,0.435,-0.056,-2.194,-16.602,-143.677,3.113
7,0.417,-0.102,-1.989,-12.512,-161.499,4.089
8,0.407,-0.112,-1.814,-7.324,-173.218,5.92
9,0.384,-0.12,-1.737,0.305,-179.016,7.996
10,0.355,-0.157,-1.737,7.019,-183.533,9.216
11,0.337,-0.139,-1.778,13.184,-190.063,11.169
12,0.294,-0.049,-1.743,17.944,-201.355,13.184
13,0.262,0.013,-1.623,18.066,-216.125,13.245
14,0.251,0.01,-1.467,14.343,-230.408,10.62
15,0.226,-0.054,-1.334,9.827,-240.845,7.69
16,0.212,-0.163,-1.212,5.798,-249.634,5.92
17,0.207,-0.256,-1.129,3.357,-256.592,6.836
18,0.184,-0.328,-1.045,4.15,-263.123,10.071
19,0.186,-0.311,-0.967,6.287,-269.714,15.32
20,0.091,-0.186,-0.93,11.902,-276.367,20.813
21,0.057,-0.134,-0.775,9.644,-286.255,23.804
22,0.037,-0.09,-0.587,13,-297.363,25.33
23,0.014,-0.05,-0.369,12.573,-308.289,25.879
24,-0.008,0.02,-0.137,12.024,-315.002,25.757
25,0.014,0.083,0.106,9.521,-317.566,23.987
26,0.033,0.084,0.316,4.15,-310.73,20.447
27,0.066,0.054,0.45,1.587,-296.265,16.418
28,0.086,0.002,0.549,-3.784,-279.724,13.55
29,0.118,-0.028,0.62,-7.874,-263.855,12.39
30,0.153,-0.059,0.651,-12.695,-246.521,13
31,0.151,-0.09,0.682,-14.099,-231.14,14.954
32,0.149,-0.097,0.755,-12.268,-221.741,18.555
33,0.167,-0.024,0.882,-10.376,-213.806,23.56
34,0.194,0.095,1.021,-7.812,-203.247,28.137
35,0.211,0.2,1.139,-5.249,-187.195,29.663
36,0.238,0.279,1.241,-2.808,-168.396,27.954
37,0.269,0.328,1.302,-1.404,-146.606,24.536
38,0.301,0.352,1.308,-0.977,-122.192,19.592
39,0.336,0.333,1.271,-1.953,-97.412,13.916
40,0.367,0.281,1.177,-3.296,-73.975,8.301
41,0.388,0.214,1.078,-4.639,-54.504,4.211
42,0.407,0.152,0.996,-5.005,-39.551,1.953
43,0.425,0.125,0.943,-5.005,-29.358,1.099
44,0.447,0.146,0.932,-4.7,-21.729,1.648
45,0.468,0.178,0.919,-4.517,-13.794,1.953
46,0.478,0.207,0.894,-5.249,-4.761,0.793
47,0.49,0.23,0.879,-5.005,3.235,-0.916
48,0.504,0.225,0.879,-5.066,10.803,-3.54
49,0.521,0.175,0.883,-5.676,18.738,-5.981
50,0.525,0.107,0.873,-6.348,27.71,-8.057
51,0.532,0.066,0.88,-5.859,35.828,-8.057
52,0.538,0.039,0.894,-4.517,43.335,-6.653
53,0.535,0.025,0.905,-3.113,52.917,-5.127
54,0.539,0.031,0.913,-1.404,63.416,-3.052
55,0.54,0.078,0.893,-0.122,76.05,-0.244
56,0.547,0.153,0.851,2.502,89.417,1.526
57,0.555,0.215,0.802,4.944,102.478,1.282
58,0.562,0.243,0.734,6.958,115.906,-1.099
59,0.573,0.216,0.634,7.629,129.333,-4.639
60,0.576,0.139,0.52,9.46,140.564,-7.507
61,0.588,0.053,0.405,11.23,148.376,-9.338
62,0.583,-0.017,0.298,13.184,152.588,-9.216
63,0.581,-0.072,0.228,13.245,153.32,-7.263
64,0.575,-0.082,0.208,13.184,150.635,-4.15
65,0.573,-0.041,0.268,12.817,146.606,0.366
66,0.583,0.042,0.344,13.062,145.569,4.517
67,0.583,0.13,0.396,11.414,150.024,6.165
68,0.584,0.196,0.389,8.606,160.156,5.249
69,0.576,0.215,0.328,4.395,172.852,2.197
70,0.558,0.201,0.224,0.671,185.791,-2.014
71,0.54,0.167,0.08,-1.587,198.242,-5.554
72,0.526,0.121,-0.054,-2.319,205.994,-8.179
73,0.507,0.047,-0.156,-1.648,208.801,-10.01
74,0.5,-0.031,-0.216,-0.244,208.374,-9.827
75,0.5,-0.043,-0.257,2.625,206.97,-6.897
76,0.506,0.01,-0.338,6.836,209.961,-3.357
77,0.518,0.108,-0.487,10.437,217.407,-0.977
78,0.527,0.214,-0.699,10.742,222.778,-1.038
79,0.543,0.231,-0.871,6.836,218.14,-4.578
80,0.559,0.106,-0.979,0.916,208.069,-10.559
81,0.568,-0.077,-1.036,-5.005,195.618,-14.648
82,0.569,-0.19,-1.038,-7.935,182.861,-13.306
83,0.569,-0.153,-0.993,-8.667,170.532,-7.568
84,0.572,-0.022,-0.909,-8.789,161.133,-1.892
85,0.565,0.088,-0.829,-9.46,156.433,0.854
86,0.546,0.132,-0.787,-10.01,155.64,0.061
87,0.536,0.087,-0.838,-9.521,158.752,-2.747
88,0.528,0.005,-0.937,-9.155,163.208,-4.517
89,0.505,-0.012,-1.071,-6.409,167.236,-3.662
90,0.498,0.037,-1.166,-3.418,163.574,-1.038
91,0.493,0.103,-1.192,-2.319,152.771,0.488
92,0.478,0.097,-1.127,-3.052,140.503,-0.305
93,0.462,0.049,-1.02,-5.188,131.775,-1.465
94,0.452,0.07,-0.944,-6.409,128.784,-0.732
95,0.44,0.119,-0.94,-7.751,129.944,0.122
96,0.428,0.131,-1.012,-9.766,132.996,-0.732
97,0.43,0.089,-1.115,-10.559,135.864,-2.991
98,0.427,-0.01,-1.251,-9.705,139.832,-4.639
99,0.43,-0.05,-1.424,-7.08,139.526,-3.906
100,0.425,-0.017,-1.624,-5.066,133.484,-1.099
101,0.424,0.086,-1.769,-3.845,119.751,1.648
102,0.427,0.202,-1.794,-5.432,101.135,1.953
103,0.439,0.25,-1.673,-9.338,82.336,-1.038
104,0.451,0.224,-1.489,-12.146,67.871,-5.249
105,0.459,0.139,-1.343,-13.611,59.692,-9.521
106,0.467,0.002,-1.315,-13,58.838,-12.695
107,0.472,-0.104,-1.414,-10.986,61.157,-12.756
108,0.477,-0.118,-1.566,-8.362,60.425,-9.949
109,0.477,-0.147,-1.7,-7.69,55.603,-6.775
110,0.475,-0.114,-1.765,-7.446,45.349,-3.357
111,0.477,-0.006,-1.729,-8.118,31.677,0.488
112,0.481,0.095,-1.6,-9.521,18.005,2.075
113,0.48,0.141,-1.435,-11.414,6.897,1.16
114,0.481,0.148,-1.258,-12.39,-0.671,-0.854
115,0.487,0.124,-1.106,-12.329,-3.601,-3.418
116,0.487,0.055,-1.026,-10.62,-1.099,-5.31
117,0.486,-0.024,-1.042,-7.751,4.333,-5.737
118,0.484,-0.051,-1.154,-4.7,9.277,-4.822
119,0.476,-0.027,-1.28,-2.258,10.376,-2.747
